@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
486,'2023/10/22 16:35:28:632',10,0.4771,602.929688,0.038864,581.396484,0.037748,559.863281,0.037574,624.462891,0.03652,538.330078,0.035337,1,0,0
487,'2023/10/22 16:35:28:647',10,0.414427,581.396484,0.073141,602.929688,0.06853,559.863281,0.057846,538.330078,0.045969,301.464844,0.0442,1,0,0
488,'2023/10/22 16:35:28:666',10,0.414427,581.396484,0.073141,602.929688,0.06853,559.863281,0.057846,538.330078,0.045969,301.464844,0.0442,1,0,0
489,'2023/10/22 16:35:28:682',10,0.363626,581.396484,0.076016,602.929688,0.065676,559.863281,0.056655,301.464844,0.051741,624.462891,0.046762,1,0,0
490,'2023/10/22 16:35:28:699',10,0.363626,581.396484,0.076016,602.929688,0.065676,559.863281,0.056655,301.464844,0.051741,624.462891,0.046762,1,0,0
491,'2023/10/22 16:35:28:715',10,0.274367,925.927734,0.002807,1162.792969,0.002634,602.929688,0.002571,947.460938,0.002541,1399.658203,0.002439,1,0,0
492,'2023/10/22 16:35:28:915',10,0.257176,150.732422,0.016126,279.931641,0.014758,129.199219,0.013753,322.998047,0.013606,258.398438,0.012855,1,0,0
493,'2023/10/22 16:35:28:932',10,0.257176,150.732422,0.016126,279.931641,0.014758,129.199219,0.013753,322.998047,0.013606,258.398438,0.012855,1,0,0
494,'2023/10/22 16:35:28:998',10,0.352138,559.863281,0.010034,602.929688,0.009009,581.396484,0.008567,861.328125,0.008466,667.529297,0.008398,1,0,0
495,'2023/10/22 16:35:29:014',10,0.352138,559.863281,0.010034,602.929688,0.009009,581.396484,0.008567,861.328125,0.008466,667.529297,0.008398,1,0,0
496,'2023/10/22 16:35:29:030',10,0.328195,602.929688,0.012448,624.462891,0.012229,150.732422,0.012091,1378.125,0.011498,1356.591797,0.011326,1,0,0
497,'2023/10/22 16:35:29:047',10,0.263039,624.462891,0.015142,150.732422,0.014253,452.197266,0.013214,602.929688,0.012833,1356.591797,0.012184,1,0,0
498,'2023/10/22 16:35:29:063',10,0.263039,624.462891,0.015142,150.732422,0.014253,452.197266,0.013214,602.929688,0.012833,1356.591797,0.012184,1,0,0
499,'2023/10/22 16:35:30:255',10,0.427365,602.929688,0.086799,624.462891,0.07341,581.396484,0.072631,645.996094,0.040585,559.863281,0.039409,1,0,0
500,'2023/10/22 16:35:30:271',10,0.41466,602.929688,0.098794,581.396484,0.079001,624.462891,0.073951,322.998047,0.037794,344.53125,0.033714,1,0,0
501,'2023/10/22 16:35:30:286',10,0.345984,602.929688,0.126284,581.396484,0.068766,624.462891,0.060272,322.998047,0.039146,344.53125,0.035724,1,0,0
502,'2023/10/22 16:35:30:299',10,0.282932,602.929688,0.009923,581.396484,0.006925,624.462891,0.006494,172.265625,0.006372,0,0.005028,1,0,0
503,'2023/10/22 16:35:30:316',10,0.282932,602.929688,0.009923,581.396484,0.006925,624.462891,0.006494,172.265625,0.006372,0,0.005028,1,0,0
504,'2023/10/22 16:35:30:332',10,0.255856,172.265625,0.006147,0,0.005887,0,0.005887,0,0.005887,0,0.005887,1,0,0
505,'2023/10/22 16:35:30:506',10,0.435096,602.929688,0.094646,581.396484,0.092467,624.462891,0.065524,559.863281,0.061323,409.130859,0.031237,1,0,0
506,'2023/10/22 16:35:30:519',10,0.401453,602.929688,0.11039,581.396484,0.087828,624.462891,0.060102,559.863281,0.055548,538.330078,0.036406,1,0,0
507,'2023/10/22 16:35:30:536',10,0.401453,602.929688,0.11039,581.396484,0.087828,624.462891,0.060102,559.863281,0.055548,538.330078,0.036406,1,0,0
508,'2023/10/22 16:35:30:549',10,0.325007,602.929688,0.031587,624.462891,0.029766,581.396484,0.017328,559.863281,0.014599,645.996094,0.014476,1,0,0
509,'2023/10/22 16:35:30:566',10,0.315346,624.462891,0.022987,602.929688,0.022657,581.396484,0.012463,645.996094,0.011589,279.931641,0.010951,1,0,0
510,'2023/10/22 16:35:30:582',10,0.260484,172.265625,0.004692,0,0.00316,0,0.00316,0,0.00316,0,0.00316,1,0,0
511,'2023/10/22 16:35:30:652',10,0.379406,344.53125,0.025057,624.462891,0.024432,602.929688,0.024201,322.998047,0.022596,581.396484,0.016788,1,0,0
512,'2023/10/22 16:35:30:669',10,0.310263,602.929688,0.030661,344.53125,0.022696,581.396484,0.019764,624.462891,0.019628,366.064453,0.01669,1,0,0
513,'2023/10/22 16:35:30:684',10,0.310263,602.929688,0.030661,344.53125,0.022696,581.396484,0.019764,624.462891,0.019628,366.064453,0.01669,1,0,0
514,'2023/10/22 16:35:30:699',10,0.272231,602.929688,0.003959,624.462891,0.003216,581.396484,0.002553,947.460938,0.002382,559.863281,0.002228,1,0,0
515,'2023/10/22 16:35:30:717',10,0.251182,452.197266,0.002789,344.53125,0.002711,366.064453,0.002647,602.929688,0.002458,430.664063,0.002439,1,0,0
516,'2023/10/22 16:35:31:270',10,0.479768,258.398438,0.095876,172.265625,0.092767,150.732422,0.088693,236.865234,0.088153,107.666016,0.082727,1,0,0
517,'2023/10/22 16:35:31:287',10,0.479768,258.398438,0.095876,172.265625,0.092767,150.732422,0.088693,236.865234,0.088153,107.666016,0.082727,1,0,0
518,'2023/10/22 16:35:31:306',10,0.388408,172.265625,0.122596,150.732422,0.121426,193.798828,0.115695,301.464844,0.081007,215.332031,0.078746,1,0,0
519,'2023/10/22 16:35:31:316',10,0.320836,193.798828,0.011028,0,0.010097,0,0.010097,0,0.010097,0,0.010097,1,0,0
520,'2023/10/22 16:35:31:338',10,0.27869,86.132813,0.013689,107.666016,0.012522,64.599609,0.012325,21.533203,0.011919,43.066406,0.010457,1,0,0
521,'2023/10/22 16:35:31:351',10,0.27869,86.132813,0.013689,107.666016,0.012522,64.599609,0.012325,21.533203,0.011919,43.066406,0.010457,1,0,0
522,'2023/10/22 16:35:31:369',10,0.259741,64.599609,0.026711,86.132813,0.024332,43.066406,0.022155,107.666016,0.019004,21.533203,0.013618,1,0,0
523,'2023/10/22 16:35:32:055',10,0.415106,602.929688,0.056635,581.396484,0.051486,624.462891,0.037485,473.730469,0.037371,452.197266,0.03537,1,0,0
524,'2023/10/22 16:35:32:067',10,0.33606,624.462891,0.019609,581.396484,0.0143,602.929688,0.013581,559.863281,0.013054,452.197266,0.011815,1,0,0
525,'2023/10/22 16:35:32:084',10,0.33606,624.462891,0.017674,559.863281,0.012163,581.396484,0.011846,818.261719,0.01162,602.929688,0.011075,1,0,0
526,'2023/10/22 16:35:32:102',10,0.277595,1162.792969,0.00673,516.796875,0.0066,495.263672,0.006346,473.730469,0.006066,581.396484,0.0058,1,0,0
527,'2023/10/22 16:35:32:309',10,0.424765,1313.525391,0.015061,1335.058594,0.014391,1291.992188,0.01353,3402.246094,0.012295,1270.458984,0.012244,1,0,0
528,'2023/10/22 16:35:32:325',10,0.424765,1313.525391,0.015061,1335.058594,0.014391,1291.992188,0.01353,3402.246094,0.012295,1270.458984,0.012244,1,0,0
529,'2023/10/22 16:35:32:338',10,0.347356,172.265625,0.005526,150.732422,0.003385,947.460938,0.003351,602.929688,0.002189,581.396484,0.001954,1,0,0
530,'2023/10/22 16:35:32:355',10,0.314114,172.265625,0.003519,150.732422,0.002741,193.798828,0.001728,947.460938,0.001341,129.199219,0.001017,1,0,0
531,'2023/10/22 16:35:32:372',10,0.314114,172.265625,0.003519,150.732422,0.002741,193.798828,0.001728,947.460938,0.001341,129.199219,0.001017,1,0,0
532,'2023/10/22 16:35:32:388',10,0.251754,0,0.0031,0,0.0031,0,0.0031,0,0.0031,0,0.0031,1,0,0
533,'2023/10/22 16:35:32:457',10,0.367238,150.732422,0.012948,172.265625,0.010886,193.798828,0.010151,925.927734,0.0083,904.394531,0.007771,1,0,0
534,'2023/10/22 16:35:32:478',10,0.322222,172.265625,0.015465,150.732422,0.011037,925.927734,0.009702,904.394531,0.007403,9345.410156,0.0074,1,0,0
535,'2023/10/22 16:35:32:490',10,0.322222,172.265625,0.015465,150.732422,0.011037,925.927734,0.009702,904.394531,0.007403,9345.410156,0.0074,1,0,0
536,'2023/10/22 16:35:32:507',10,0.260863,172.265625,0.008423,150.732422,0.007629,129.199219,0.003133,947.460938,0.002917,193.798828,0.002886,1,0,0
537,'2023/10/22 16:35:32:522',10,0.260863,172.265625,0.008423,150.732422,0.007629,129.199219,0.003133,947.460938,0.002917,193.798828,0.002886,1,0,0
538,'2023/10/22 16:35:33:842',10,0.408056,602.929688,0.059564,624.462891,0.046137,581.396484,0.043852,366.064453,0.029892,1098.193359,0.029101,1,0,0
539,'2023/10/22 16:35:33:857',10,0.369006,602.929688,0.057717,624.462891,0.04695,581.396484,0.04569,366.064453,0.030143,1098.193359,0.029737,1,0,0
540,'2023/10/22 16:35:33:872',10,0.369006,602.929688,0.057717,624.462891,0.04695,581.396484,0.04569,366.064453,0.030143,1098.193359,0.029737,1,0,0
541,'2023/10/22 16:35:33:891',10,0.298738,172.265625,0.01264,150.732422,0.006541,279.931641,0.005455,624.462891,0.004747,193.798828,0.00462,1,0,0
542,'2023/10/22 16:35:33:907',10,0.298738,172.265625,0.01264,150.732422,0.006541,279.931641,0.005455,624.462891,0.004747,193.798828,0.00462,1,0,0
543,'2023/10/22 16:35:33:989',10,0.337464,602.929688,0.054207,581.396484,0.044901,387.597656,0.04021,624.462891,0.035837,452.197266,0.03414,1,0,0
544,'2023/10/22 16:35:34:005',10,0.337464,602.929688,0.054207,581.396484,0.044901,387.597656,0.04021,624.462891,0.035837,452.197266,0.03414,1,0,0
545,'2023/10/22 16:35:34:024',10,0.31137,602.929688,0.051798,581.396484,0.046754,387.597656,0.03968,624.462891,0.037411,452.197266,0.03554,1,0,0
546,'2023/10/22 16:35:34:040',10,0.254627,172.265625,0.013369,150.732422,0.010141,279.931641,0.007414,129.199219,0.006105,409.130859,0.006005,1,0,0
547,'2023/10/22 16:35:34:055',10,0.254627,172.265625,0.013369,150.732422,0.010141,279.931641,0.007414,129.199219,0.006105,409.130859,0.006005,1,0,0
548,'2023/10/22 16:35:34:124',10,0.37807,322.998047,0.041379,344.53125,0.040572,602.929688,0.040521,581.396484,0.03871,301.464844,0.036744,1,0,0
549,'2023/10/22 16:35:34:141',10,0.374285,322.998047,0.041379,344.53125,0.040572,602.929688,0.040521,581.396484,0.03871,301.464844,0.036744,1,0,0
550,'2023/10/22 16:35:34:157',10,0.30917,602.929688,0.051317,581.396484,0.044266,322.998047,0.043174,344.53125,0.038914,366.064453,0.038661,1,0,0
551,'2023/10/22 16:35:34:186',10,0.250297,0,0.010732,0,0.010732,0,0.010732,0,0.010732,0,0.010732,1,0,0
552,'2023/10/22 16:35:34:190',10,0.250297,0,0.010732,0,0.010732,0,0.010732,0,0.010732,0,0.010732,1,0,0
